date,geography_id,temperature_min_c,temperature_max_c,temperature_avg_c,rainfall_mm,humidity_pct
2020-02-01,KE-NAI-001,18.6,26.4,22.5,0.0,48.3
2020-02-02,KE-NAI-001,18.3,27.3,22.8,4.9,54.9
2020-02-03,KE-NAI-001,19.1,26.0,22.6,0.0,56.2
2020-02-04,KE-NAI-001,20.6,28.0,24.3,0.0,58.0
2020-02-05,KE-NAI-001,19.8,29.6,24.7,0.0,49.4
2020-02-06,KE-NAI-001,18.8,25.1,21.9,0.0,52.7
2020-02-07,KE-NAI-001,16.4,26.3,21.4,0.0,55.3
2020-02-08,KE-NAI-001,16.4,28.1,22.2,0.0,61.2
2020-02-09,KE-NAI-001,16.7,28.3,22.5,0.0,53.7
2020-02-10,KE-NAI-001,19.1,30.0,24.5,0.0,50.1
2020-02-11,KE-NAI-001,18.5,25.0,21.7,0.0,55.7
2020-02-12,KE-NAI-001,20.1,28.1,24.1,0.0,58.1
2020-02-13,KE-NAI-001,18.8,30.2,24.5,0.0,56.2
2020-02-14,KE-NAI-001,19.7,26.6,23.1,0.0,55.9
2020-02-15,KE-NAI-001,21.4,27.4,24.4,0.0,52.1
2020-02-16,KE-NAI-001,21.4,31.4,26.4,0.0,56.9
2020-02-17,KE-NAI-001,19.1,27.1,23.1,0.0,58.1
2020-02-18,KE-NAI-001,20.5,30.5,25.5,0.0,56.7
2020-02-19,KE-NAI-001,20.3,27.9,24.1,0.0,52.0
2020-02-20,KE-NAI-001,18.8,30.1,24.4,0.0,56.4
2020-02-21,KE-NAI-001,19.9,29.4,24.6,0.0,60.8
2020-02-22,KE-NAI-001,21.6,29.3,25.4,15.6,56.8
2020-02-23,KE-NAI-001,18.7,30.5,24.6,0.0,58.0
2020-02-24,KE-NAI-001,20.2,28.5,24.3,0.0,58.1
2020-02-25,KE-NAI-001,19.2,28.5,23.8,0.0,52.9
2020-02-26,KE-NAI-001,22.5,29.1,25.8,0.0,62.1
2020-02-27,KE-NAI-001,21.1,31.6,26.4,0.0,55.2
2020-02-28,KE-NAI-001,20.1,27.9,24.0,0.0,60.5
2020-02-29,KE-NAI-001,19.9,31.3,25.6,0.0,56.0
2020-03-01,KE-NAI-001,22.1,32.0,27.0,0.0,75.0
2020-03-02,KE-NAI-001,21.6,29.7,25.7,114.3,95.0
2020-03-03,KE-NAI-001,21.1,29.9,25.5,0.0,77.7
2020-03-04,KE-NAI-001,20.5,26.7,23.6,67.7,95.0
2020-03-05,KE-NAI-001,23.8,31.1,27.4,0.0,75.5
2020-03-06,KE-NAI-001,23.6,33.4,28.5,0.0,82.4
2020-03-07,KE-NAI-001,21.7,29.7,25.7,0.0,76.8
2020-03-08,KE-NAI-001,22.0,28.4,25.2,144.4,95.0
2020-03-09,KE-NAI-001,21.6,29.1,25.4,0.0,73.7
2020-03-10,KE-NAI-001,23.1,30.8,27.0,0.0,80.1
2020-03-11,KE-NAI-001,21.5,31.2,26.3,250.0,95.0
2020-03-12,KE-NAI-001,22.0,28.1,25.1,138.5,95.0
2020-03-13,KE-NAI-001,21.5,30.4,26.0,43.8,95.0
2020-03-14,KE-NAI-001,19.4,29.2,24.3,250.0,94.3
2020-03-15,KE-NAI-001,23.1,30.0,26.5,188.3,95.0
2020-03-16,KE-NAI-001,19.8,31.5,25.6,0.0,81.3
2020-03-17,KE-NAI-001,20.3,29.0,24.6,0.0,74.4
2020-03-18,KE-NAI-001,21.0,32.8,26.9,0.0,76.1
2020-03-19,KE-NAI-001,22.2,28.7,25.4,60.9,95.0
2020-03-20,KE-NAI-001,21.7,33.0,27.4,0.0,80.8
2020-03-21,KE-NAI-001,22.0,29.0,25.5,0.0,78.5
2020-03-22,KE-NAI-001,18.8,29.5,24.1,32.1,84.8
2020-03-23,KE-NAI-001,22.4,32.9,27.6,0.0,80.2
2020-03-24,KE-NAI-001,22.4,30.3,26.3,0.0,76.3
2020-03-25,KE-NAI-001,20.3,32.0,26.2,0.0,71.7
2020-03-26,KE-NAI-001,25.0,32.7,28.8,219.2,95.0
2020-03-27,KE-NAI-001,20.9,30.2,25.5,99.3,95.0
2020-03-28,KE-NAI-001,22.5,29.4,26.0,0.0,71.7
2020-03-29,KE-NAI-001,23.4,29.9,26.7,0.0,73.1
2020-03-30,KE-NAI-001,23.4,29.9,26.6,0.0,69.2
2020-03-31,KE-NAI-001,19.2,30.1,24.7,0.0,72.1
2020-04-01,KE-NAI-001,20.8,31.4,26.1,0.0,78.4
2020-04-02,KE-NAI-001,22.8,29.5,26.2,98.6,95.0
2020-04-03,KE-NAI-001,23.1,32.6,27.9,0.0,78.1
2020-04-04,KE-NAI-001,19.0,30.2,24.6,47.8,91.8
2020-04-05,KE-NAI-001,23.1,29.6,26.4,0.0,75.1
2020-04-06,KE-NAI-001,22.0,31.8,26.9,0.0,83.6
2020-04-07,KE-NAI-001,20.6,30.1,25.4,0.0,83.8
2020-04-08,KE-NAI-001,21.5,29.2,25.3,9.2,76.0
2020-04-09,KE-NAI-001,18.5,29.4,24.0,0.0,76.4
2020-04-10,KE-NAI-001,22.9,31.4,27.1,0.0,80.9
2020-04-11,KE-NAI-001,20.7,31.6,26.1,0.0,73.9
2020-04-12,KE-NAI-001,22.4,30.7,26.6,0.0,70.6
2020-04-13,KE-NAI-001,22.1,30.9,26.5,123.2,95.0
2020-04-14,KE-NAI-001,20.9,31.5,26.2,0.0,73.2
2020-04-15,KE-NAI-001,22.5,31.2,26.9,109.6,95.0
2020-04-16,KE-NAI-001,23.3,31.4,27.3,250.0,95.0
2020-04-17,KE-NAI-001,21.6,30.7,26.2,0.0,83.2
2020-04-18,KE-NAI-001,22.5,33.7,28.1,158.8,95.0
2020-04-19,KE-NAI-001,22.4,28.5,25.4,75.8,95.0
2020-04-20,KE-NAI-001,17.8,29.2,23.5,250.0,95.0
2020-04-21,KE-NAI-001,21.2,32.9,27.0,127.9,93.2
2020-04-22,KE-NAI-001,21.4,30.1,25.7,0.0,66.7
2020-04-23,KE-NAI-001,20.8,30.6,25.7,131.2,95.0
2020-04-24,KE-NAI-001,22.2,31.0,26.6,0.0,73.8
2020-04-25,KE-NAI-001,22.0,28.2,25.1,67.5,95.0
2020-04-26,KE-NAI-001,20.7,28.0,24.4,250.0,95.0
2020-04-27,KE-NAI-001,22.9,29.4,26.2,0.0,79.8
2020-04-28,KE-NAI-001,21.2,31.7,26.5,59.2,93.6
2020-04-29,KE-NAI-001,17.8,27.5,22.6,250.0,95.0
2020-04-30,KE-NAI-001,20.7,32.0,26.4,0.0,71.0
2020-05-01,KE-NAI-001,19.8,28.4,24.1,0.0,75.3
2020-05-02,KE-NAI-001,20.1,28.4,24.2,45.0,87.4
2020-05-03,KE-NAI-001,20.5,27.2,23.8,0.0,81.7
2020-05-04,KE-NAI-001,20.7,31.5,26.1,106.1,95.0
2020-05-05,KE-NAI-001,21.1,27.8,24.4,250.0,95.0
2020-05-06,KE-NAI-001,23.1,31.3,27.2,0.0,69.4
2020-05-07,KE-NAI-001,22.2,28.8,25.5,57.6,92.2
2020-05-08,KE-NAI-001,18.1,29.4,23.7,63.4,95.0
2020-05-09,KE-NAI-001,21.3,27.9,24.6,61.6,95.0
2020-05-10,KE-NAI-001,20.5,29.9,25.2,0.0,75.8
2020-05-11,KE-NAI-001,22.0,29.2,25.6,51.8,85.8
2020-05-12,KE-NAI-001,21.1,27.8,24.4,0.0,77.6
2020-05-13,KE-NAI-001,18.8,25.8,22.3,57.5,94.4
2020-05-14,KE-NAI-001,18.4,28.5,23.5,0.0,78.0
2020-05-15,KE-NAI-001,19.0,27.5,23.2,131.6,95.0
2020-05-16,KE-NAI-001,19.1,30.1,24.6,250.0,95.0
2020-05-17,KE-NAI-001,19.9,26.9,23.4,0.0,76.2
2020-05-18,KE-NAI-001,22.2,30.4,26.3,0.0,79.8
2020-05-19,KE-NAI-001,18.9,27.5,23.2,13.8,78.2
2020-05-20,KE-NAI-001,16.0,27.4,21.7,101.2,95.0
2020-05-21,KE-NAI-001,21.1,27.8,24.4,0.0,69.1
2020-05-22,KE-NAI-001,21.4,28.2,24.8,0.0,77.5
2020-05-23,KE-NAI-001,20.3,31.7,26.0,0.0,73.2
2020-05-24,KE-NAI-001,18.4,25.9,22.2,0.0,75.3
2020-05-25,KE-NAI-001,17.2,27.8,22.5,0.0,79.2
2020-05-26,KE-NAI-001,19.0,25.7,22.3,0.0,73.9
2020-05-27,KE-NAI-001,16.3,27.1,21.7,170.8,95.0
2020-05-28,KE-NAI-001,19.8,29.0,24.4,200.2,92.9
2020-05-29,KE-NAI-001,20.0,28.8,24.4,0.0,76.1
2020-05-30,KE-NAI-001,16.6,25.7,21.1,0.0,75.4
2020-05-31,KE-NAI-001,18.2,28.3,23.2,0.0,71.8
2020-06-01,KE-NAI-001,18.1,27.6,22.8,0.0,61.4
2020-06-02,KE-NAI-001,15.7,27.3,21.5,0.0,51.0
2020-06-03,KE-NAI-001,15.9,27.8,21.9,0.0,55.2
2020-06-04,KE-NAI-001,18.4,28.0,23.2,0.0,54.4
2020-06-05,KE-NAI-001,15.8,26.7,21.3,6.1,60.4
2020-06-06,KE-NAI-001,13.1,24.6,18.9,0.0,60.1
2020-06-07,KE-NAI-001,16.2,24.9,20.5,0.0,50.5
2020-06-08,KE-NAI-001,17.7,24.7,21.2,0.0,58.2
2020-06-09,KE-NAI-001,17.0,25.2,21.1,0.0,50.9
2020-06-10,KE-NAI-001,15.9,27.6,21.8,0.0,51.8
2020-06-11,KE-NAI-001,14.8,26.8,20.8,0.0,52.3
2020-06-12,KE-NAI-001,15.8,26.3,21.1,0.0,54.5
2020-06-13,KE-NAI-001,17.4,24.5,20.9,9.6,55.3
2020-06-14,KE-NAI-001,15.4,26.1,20.7,0.0,44.4
2020-06-15,KE-NAI-001,17.6,26.0,21.8,0.0,53.6
2020-06-16,KE-NAI-001,14.3,25.5,19.9,0.0,49.4
2020-06-17,KE-NAI-001,14.3,24.2,19.3,0.0,58.7
2020-06-18,KE-NAI-001,18.5,24.7,21.6,0.0,57.9
2020-06-19,KE-NAI-001,15.5,21.6,18.6,0.0,52.9
2020-06-20,KE-NAI-001,15.4,25.4,20.4,0.0,54.0
2020-06-21,KE-NAI-001,14.1,24.4,19.2,0.0,53.6
2020-06-22,KE-NAI-001,15.9,25.9,20.9,,57.4
2020-06-23,KE-NAI-001,16.0,22.1,19.0,3.5,49.5
2020-06-24,KE-NAI-001,15.7,27.1,21.4,0.0,50.0
2020-06-25,KE-NAI-001,14.0,22.3,18.1,0.0,58.0
2020-06-26,KE-NAI-001,13.1,21.5,17.3,0.0,48.0
2020-06-27,KE-NAI-001,12.4,24.0,18.2,0.0,58.9
2020-06-28,KE-NAI-001,13.3,24.1,18.7,0.0,63.6
2020-06-29,KE-NAI-001,15.6,23.2,19.4,0.0,49.8
2020-06-30,KE-NAI-001,14.7,22.4,18.6,30.0,65.8
2020-07-01,KE-NAI-001,13.3,20.9,17.1,0.0,59.1
2020-07-02,KE-NAI-001,15.1,22.3,18.7,2.2,62.2
2020-07-03,KE-NAI-001,14.9,24.9,19.9,0.0,54.4
2020-07-04,KE-NAI-001,14.7,23.0,18.9,0.0,53.6
2020-07-05,KE-NAI-001,13.2,22.8,18.0,0.0,48.9
2020-07-06,KE-NAI-001,12.6,20.7,16.7,0.0,57.3
2020-07-07,KE-NAI-001,10.9,19.8,15.4,0.0,55.4
2020-07-08,KE-NAI-001,13.9,21.2,17.6,4.6,54.2
2020-07-09,KE-NAI-001,12.9,21.8,17.3,0.0,59.6
2020-07-10,KE-NAI-001,12.9,19.5,16.2,19.5,69.4
2020-07-11,KE-NAI-001,12.6,21.2,16.9,0.0,57.0
2020-07-12,KE-NAI-001,12.3,22.5,17.4,0.0,47.9
2020-07-13,KE-NAI-001,14.8,21.3,18.0,0.0,49.7
2020-07-14,KE-NAI-001,11.6,20.9,16.3,0.0,58.3
2020-07-15,KE-NAI-001,12.2,22.1,17.1,0.0,53.2
2020-07-16,KE-NAI-001,12.5,21.5,17.0,0.0,58.3
2020-07-17,KE-NAI-001,13.2,19.4,16.3,0.0,56.8
2020-07-18,KE-NAI-001,9.8,21.7,15.7,0.0,59.5
2020-07-19,KE-NAI-001,10.2,21.3,15.8,0.0,49.4
2020-07-20,KE-NAI-001,13.0,19.7,16.3,17.9,66.0
2020-07-21,KE-NAI-001,11.3,17.7,14.5,0.0,65.8
2020-07-22,KE-NAI-001,11.8,19.7,15.7,0.0,56.1
2020-07-23,KE-NAI-001,12.7,20.1,16.4,30.0,67.9
2020-07-24,KE-NAI-001,9.9,20.7,15.3,0.0,59.9
2020-07-25,KE-NAI-001,10.1,18.5,14.3,0.0,63.7
2020-07-26,KE-NAI-001,9.4,21.3,15.3,0.0,48.3
2020-07-27,KE-NAI-001,7.5,17.9,12.7,0.0,58.8
2020-07-28,KE-NAI-001,9.9,17.6,13.8,0.0,52.3
2020-07-29,KE-NAI-001,8.1,18.2,13.1,0.0,59.3
2020-07-30,KE-NAI-001,7.8,19.1,13.5,0.0,69.2
2020-07-31,KE-NAI-001,10.1,17.1,13.6,0.0,64.7
2020-08-01,KE-NAI-001,11.6,20.7,16.2,0.0,52.9
2020-08-02,KE-NAI-001,9.8,17.0,13.4,0.0,58.0
2020-08-03,KE-NAI-001,7.9,19.7,13.8,0.0,58.5
2020-08-04,KE-NAI-001,7.2,17.8,12.5,0.0,61.4
2020-08-05,KE-NAI-001,9.7,17.0,13.3,0.0,69.4
2020-08-06,KE-NAI-001,10.1,19.5,14.8,30.0,67.5
2020-08-07,KE-NAI-001,7.4,18.8,13.1,0.0,61.1
2020-08-08,KE-NAI-001,8.9,18.8,13.8,0.0,59.3
2020-08-09,KE-NAI-001,8.3,16.5,12.4,0.0,59.9
2020-08-10,KE-NAI-001,12.1,18.6,15.4,0.0,52.9
2020-08-11,KE-NAI-001,7.8,18.9,13.4,0.0,70.1
2020-08-12,KE-NAI-001,6.9,17.9,12.4,0.0,62.7
2020-08-13,KE-NAI-001,11.3,18.9,15.1,0.0,57.4
2020-08-14,KE-NAI-001,8.6,19.7,14.2,0.0,63.3
2020-08-15,KE-NAI-001,8.2,18.4,13.3,0.0,65.5
2020-08-16,KE-NAI-001,9.9,16.9,13.4,0.0,59.3
2020-08-17,KE-NAI-001,8.7,16.7,12.7,0.0,61.5
2020-08-18,KE-NAI-001,6.5,17.5,12.0,0.0,60.8
2020-08-19,KE-NAI-001,7.5,17.3,12.4,0.0,62.6
2020-08-20,KE-NAI-001,9.5,20.2,14.9,0.0,61.0
2020-08-21,KE-NAI-001,8.2,20.0,14.1,0.0,62.4
2020-08-22,KE-NAI-001,9.0,15.6,12.3,0.0,58.2
2020-08-23,KE-NAI-001,8.3,16.1,12.2,0.0,60.5
2020-08-24,KE-NAI-001,7.0,15.1,11.1,0.0,57.8
2020-08-25,KE-NAI-001,7.0,17.6,12.3,0.3,59.6
2020-08-26,KE-NAI-001,5.0,14.6,9.3,0.0,53.2
2020-08-27,KE-NAI-001,5.2,17.2,11.2,0.0,55.1
2020-08-28,KE-NAI-001,6.0,16.8,11.4,0.0,64.5
2020-08-29,KE-NAI-001,9.3,16.9,13.1,0.0,59.1
2020-08-30,KE-NAI-001,5.0,15.9,10.1,0.0,55.1
2020-08-31,KE-NAI-001,9.6,17.2,13.4,0.0,63.6
2020-09-01,KE-NAI-001,7.4,14.8,11.1,0.0,60.3
2020-09-02,KE-NAI-001,6.9,15.1,11.0,0.0,62.0
2020-09-03,KE-NAI-001,7.6,14.7,11.2,0.0,62.8
2020-09-04,KE-NAI-001,6.5,17.5,12.0,0.0,56.2
2020-09-05,KE-NAI-001,8.4,14.6,11.5,0.0,65.0
2020-09-06,KE-NAI-001,7.2,16.1,11.6,0.0,61.5
2020-09-07,KE-NAI-001,5.8,14.4,10.1,0.0,57.0
2020-09-08,KE-NAI-001,6.2,15.7,10.9,0.0,57.5
2020-09-09,KE-NAI-001,7.7,16.4,12.1,1.1,58.6
2020-09-10,KE-NAI-001,5.0,12.7,7.9,0.0,63.1
2020-09-11,KE-NAI-001,6.0,16.6,11.3,9.8,62.2
2020-09-12,KE-NAI-001,5.0,16.2,10.3,0.0,69.6
2020-09-13,KE-NAI-001,5.6,15.8,10.7,0.0,56.5
2020-09-14,KE-NAI-001,6.7,14.8,10.7,1.2,56.4
2020-09-15,KE-NAI-001,5.6,15.0,10.3,0.0,57.7
2020-09-16,KE-NAI-001,7.8,14.8,11.3,0.0,65.6
2020-09-17,KE-NAI-001,8.6,14.8,11.7,0.0,60.2
2020-09-18,KE-NAI-001,5.0,14.9,9.8,0.0,63.6
2020-09-19,KE-NAI-001,7.2,15.3,11.3,0.0,65.3
2020-09-20,KE-NAI-001,6.4,15.1,10.7,0.0,66.9
2020-09-21,KE-NAI-001,7.5,13.9,10.7,4.3,57.3
2020-09-22,KE-NAI-001,5.0,15.2,9.8,0.0,71.9
2020-09-23,KE-NAI-001,5.1,15.5,10.3,0.0,55.5
2020-09-24,KE-NAI-001,6.0,16.1,11.1,0.5,59.1
2020-09-25,KE-NAI-001,5.0,14.0,8.4,0.0,58.1
2020-09-26,KE-NAI-001,8.2,16.3,12.3,0.0,60.9
2020-09-27,KE-NAI-001,7.3,15.9,11.6,0.0,64.3
2020-09-28,KE-NAI-001,5.0,16.0,10.3,0.0,62.6
2020-09-29,KE-NAI-001,5.0,14.2,8.5,0.0,65.9
2020-09-30,KE-NAI-001,6.8,17.2,12.0,0.0,62.0
2020-10-01,KE-NAI-001,7.1,14.2,10.7,98.0,95.0
2020-10-02,KE-NAI-001,5.6,14.7,10.2,206.9,95.0
2020-10-03,KE-NAI-001,5.0,14.9,9.0,29.5,94.5
2020-10-04,KE-NAI-001,5.3,11.7,8.5,80.3,95.0
2020-10-05,KE-NAI-001,5.5,14.1,9.8,250.0,95.0
2020-10-06,KE-NAI-001,7.0,15.9,11.4,0.0,84.9
2020-10-07,KE-NAI-001,5.3,16.5,10.9,238.1,95.0
2020-10-08,KE-NAI-001,5.8,15.0,10.4,0.0,82.9
2020-10-09,KE-NAI-001,6.4,14.3,10.4,0.0,83.7
2020-10-10,KE-NAI-001,6.5,15.3,10.9,0.0,88.4
2020-10-11,KE-NAI-001,6.9,13.8,10.3,212.7,95.0
2020-10-12,KE-NAI-001,6.5,15.2,10.9,0.0,77.4
2020-10-13,KE-NAI-001,5.7,16.7,11.2,0.0,76.3
2020-10-14,KE-NAI-001,5.7,15.4,10.6,0.0,88.0
2020-10-15,KE-NAI-001,5.0,15.9,10.1,0.0,80.3
2020-10-16,KE-NAI-001,5.0,14.4,9.4,161.2,95.0
2020-10-17,KE-NAI-001,5.0,15.8,9.8,95.1,95.0
2020-10-18,KE-NAI-001,6.0,16.4,11.2,0.0,85.7
2020-10-19,KE-NAI-001,5.0,13.8,8.8,0.0,76.3
2020-10-20,KE-NAI-001,7.4,16.0,11.7,0.0,82.5
2020-10-21,KE-NAI-001,8.0,14.1,11.0,39.6,95.0
2020-10-22,KE-NAI-001,5.8,14.1,9.9,58.2,94.1
2020-10-23,KE-NAI-001,6.2,16.2,11.2,0.0,77.2
2020-10-24,KE-NAI-001,5.0,13.9,8.4,0.0,77.3
2020-10-25,KE-NAI-001,6.5,14.6,10.6,98.5,95.0
2020-10-26,KE-NAI-001,9.3,18.9,14.1,0.0,82.4
2020-10-27,KE-NAI-001,6.4,18.1,12.3,171.1,95.0
2020-10-28,KE-NAI-001,7.8,14.4,11.1,149.2,95.0
2020-10-29,KE-NAI-001,5.0,15.4,10.0,0.0,83.7
2020-10-30,KE-NAI-001,5.0,14.7,9.5,41.6,93.0
2020-10-31,KE-NAI-001,5.8,14.9,10.3,0.0,82.2
2020-11-01,KE-NAI-001,8.0,15.5,11.8,0.0,76.3
2020-11-02,KE-NAI-001,8.7,18.0,13.3,94.3,95.0
2020-11-03,KE-NAI-001,6.9,17.8,12.4,0.0,77.2
2020-11-04,KE-NAI-001,6.2,15.8,11.0,31.3,87.7
2020-11-05,KE-NAI-001,8.6,17.1,12.8,0.0,77.8
2020-11-06,KE-NAI-001,7.9,16.6,12.2,0.0,76.9
2020-11-07,KE-NAI-001,7.1,18.3,12.7,53.2,95.0
2020-11-08,KE-NAI-001,7.1,16.8,11.9,0.0,77.8
2020-11-09,KE-NAI-001,5.8,15.4,10.6,49.8,95.0
2020-11-10,KE-NAI-001,7.5,19.4,13.5,212.2,95.0
2020-11-11,KE-NAI-001,10.5,18.2,14.3,61.4,95.0
2020-11-12,KE-NAI-001,7.2,16.3,11.8,85.5,95.0
2020-11-13,KE-NAI-001,5.1,16.4,10.7,0.0,72.0
2020-11-14,KE-NAI-001,9.1,17.1,13.1,0.0,86.7
2020-11-15,KE-NAI-001,8.9,17.7,13.3,149.8,95.0
2020-11-16,KE-NAI-001,7.1,16.3,11.7,157.1,95.0
2020-11-17,KE-NAI-001,9.5,19.5,14.5,0.0,75.6
2020-11-18,KE-NAI-001,6.7,18.7,12.7,0.0,84.9
2020-11-19,KE-NAI-001,8.8,17.9,13.3,0.0,80.8
2020-11-20,KE-NAI-001,9.5,16.3,12.9,0.0,82.8
2020-11-21,KE-NAI-001,11.4,17.6,14.5,50.6,91.6
2020-11-22,KE-NAI-001,9.7,17.5,13.6,165.5,95.0
2020-11-23,KE-NAI-001,10.8,22.4,16.6,106.5,95.0
2020-11-24,KE-NAI-001,10.5,18.3,14.4,154.0,95.0
2020-11-25,KE-NAI-001,8.7,16.8,12.8,0.0,84.3
2020-11-26,KE-NAI-001,11.1,17.9,14.5,0.0,79.9
2020-11-27,KE-NAI-001,10.2,19.9,15.0,0.0,75.0
2020-11-28,KE-NAI-001,8.4,16.8,12.6,59.8,95.0
2020-11-29,KE-NAI-001,10.6,19.2,14.9,104.2,95.0
2020-11-30,KE-NAI-001,9.3,19.2,14.2,250.0,95.0
2020-12-01,KE-NAI-001,7.7,19.7,13.7,17.8,65.7
2020-12-02,KE-NAI-001,8.8,19.0,13.9,10.7,62.4
2020-12-03,KE-NAI-001,8.1,17.8,12.9,0.0,63.6
2020-12-04,KE-NAI-001,8.0,19.3,13.7,0.0,59.2
2020-12-05,KE-NAI-001,10.2,18.7,14.4,0.0,55.3
2020-12-06,KE-NAI-001,13.2,19.2,16.2,0.0,58.0
2020-12-07,KE-NAI-001,11.0,18.6,14.8,0.0,59.9
2020-12-08,KE-NAI-001,11.9,19.2,15.5,4.1,51.9
2020-12-09,KE-NAI-001,12.2,18.8,15.5,0.0,57.3
2020-12-10,KE-NAI-001,13.8,20.4,17.1,0.0,54.4
2020-12-11,KE-NAI-001,10.1,20.5,15.3,0.0,51.5
2020-12-12,KE-NAI-001,9.9,18.7,14.3,0.0,53.5
2020-12-13,KE-NAI-001,10.2,20.3,15.3,0.0,59.2
2020-12-14,KE-NAI-001,13.9,20.1,17.0,0.0,53.0
2020-12-15,KE-NAI-001,13.9,23.9,18.9,0.0,52.6
2020-12-16,KE-NAI-001,14.8,21.2,18.0,0.0,61.2
2020-12-17,KE-NAI-001,12.6,21.7,17.1,0.0,52.3
2020-12-18,KE-NAI-001,13.1,19.5,16.3,30.0,65.7
2020-12-19,KE-NAI-001,12.0,19.8,15.9,0.0,60.2
2020-12-20,KE-NAI-001,14.3,21.4,17.8,0.0,59.6
2020-12-21,KE-NAI-001,12.2,22.8,17.5,0.0,52.2
2020-12-22,KE-NAI-001,13.9,22.1,18.0,0.0,60.2
2020-12-23,KE-NAI-001,12.4,23.1,17.7,0.0,51.3
2020-12-24,KE-NAI-001,10.9,22.7,16.8,0.0,55.2
2020-12-25,KE-NAI-001,14.2,24.7,19.4,0.0,62.2
2020-12-26,KE-NAI-001,12.8,20.8,16.8,0.0,56.4
2020-12-27,KE-NAI-001,12.9,21.5,17.2,0.0,49.9
2020-12-28,KE-NAI-001,15.1,22.5,18.8,0.0,55.6
2020-12-29,KE-NAI-001,13.5,23.4,18.5,0.0,54.3
2020-12-30,KE-NAI-001,13.2,24.3,18.7,0.0,56.1
2020-12-31,KE-NAI-001,15.1,23.9,19.5,0.0,51.7
2021-01-01,KE-NAI-001,14.6,24.5,19.6,0.0,57.9
2021-01-02,KE-NAI-001,13.2,24.8,19.0,2.7,56.0
2021-01-03,KE-NAI-001,13.8,24.7,19.3,0.0,52.4
2021-01-04,KE-NAI-001,15.2,25.6,20.4,0.0,55.1
2021-01-05,KE-NAI-001,15.5,23.2,19.3,0.0,65.4
2021-01-06,KE-NAI-001,15.2,25.0,20.1,0.0,56.5
2021-01-07,KE-NAI-001,16.1,22.2,19.2,0.0,50.1
2021-01-08,KE-NAI-001,13.8,24.6,19.2,0.0,51.6
2021-01-09,KE-NAI-001,16.8,26.5,21.6,0.0,56.6
2021-01-10,KE-NAI-001,16.5,25.8,21.2,21.5,59.7
2021-01-11,KE-NAI-001,14.7,21.6,18.1,0.0,50.6
2021-01-12,KE-NAI-001,13.9,24.2,19.0,0.0,46.6
2021-01-13,KE-NAI-001,13.9,22.3,18.1,0.0,60.8
2021-01-14,KE-NAI-001,18.4,25.0,21.7,0.0,52.7
2021-01-15,KE-NAI-001,19.9,26.3,23.1,0.0,53.8
2021-01-16,KE-NAI-001,18.0,27.6,22.8,0.0,62.5
2021-01-17,KE-NAI-001,14.5,25.4,19.9,0.0,58.3
2021-01-18,KE-NAI-001,17.0,27.3,22.1,0.0,52.4
2021-01-19,KE-NAI-001,14.2,21.1,17.6,0.0,58.2
2021-01-20,KE-NAI-001,16.4,23.7,20.1,0.0,54.5
